ProjectID,ProjectName,Client,Priority,Budget,StartDate,EndDate,Status,RequiredHeadcount
PRJ00854,Cloud Transformation 854,Oracle,Low,2883835,2026-01-27,2027-03-20,On Hold,745
PRJ00855,Healthcare Transformation 855,Google,High,794901,2026-06-11,2026-12-19,Active,29
PRJ00856,Analytics Transformation 856,Infosys,Medium,7805624,2025-05-31,2027-03-28,Active,366
PRJ00857,Retail Transformation 857,Google,Low,5023872,2026-03-28,2027-07-20,Active,268
PRJ00858,Banking Transformation 858,IBM,Medium,4891099,2024-01-05,2025-10-13,Completed,135
PRJ00859,ERP Transformation 859,Infosys,Low,2405291,2025-11-14,2027-03-20,Active,94
PRJ00860,ERP Transformation 860,Deloitte,Medium,1806253,2025-12-31,2027-03-19,Active,386
PRJ00861,Analytics Transformation 861,Google,Medium,2905536,2024-08-29,2026-08-14,Completed,54
PRJ00862,Analytics Transformation 862,Infosys,Medium,576609,2026-08-10,2027-06-21,Active,433
PRJ00863,Healthcare Transformation 863,Oracle,High,5098737,2025-07-02,2027-03-11,Active,115
PRJ00864,Retail Transformation 864,Oracle,High,6497334,2024-04-29,2026-01-16,Completed,148
PRJ00865,Cloud Transformation 865,HSBC,High,4042000,2026-01-27,2027-04-24,Active,127
PRJ00866,Analytics Transformation 866,HSBC,Medium,5939651,2025-11-23,2027-08-22,Active,141
PRJ00867,Retail Transformation 867,Oracle,High,2030142,2025-06-26,2027-02-27,Active,255
PRJ00868,Healthcare Transformation 868,Infosys,Medium,6375990,2024-09-11,2026-06-19,Completed,175
PRJ00869,AI Transformation 869,Google,High,4987659,2026-05-10,2027-03-26,Active,463
PRJ00870,ERP Transformation 870,Google,Low,4177705,2025-03-12,2026-06-23,Completed,94
PRJ00871,Cloud Transformation 871,Amazon,Medium,2321905,2026-04-17,2026-11-28,Active,450
PRJ00872,ERP Transformation 872,Infosys,Low,7138951,2024-04-17,2026-03-08,Completed,120
PRJ00873,AI Transformation 873,HSBC,Medium,1098818,2025-08-09,2026-07-04,Completed,95
PRJ00874,Analytics Transformation 874,HSBC,Medium,7447881,2026-05-14,2027-01-19,Active,362
PRJ00875,Analytics Transformation 875,Infosys,High,6687596,2024-09-12,2026-04-09,Completed,179
PRJ00876,Banking Transformation 876,Microsoft,Low,6086879,2026-05-05,2027-06-05,On Hold,106
PRJ00877,Banking Transformation 877,HSBC,Medium,1830529,2025-12-15,2027-04-30,On Hold,94
PRJ00878,Healthcare Transformation 878,Microsoft,Medium,4536846,2026-07-24,2027-07-21,Active,140
PRJ00879,AI Transformation 879,Oracle,High,2479424,2026-05-05,2027-04-15,Active,45
PRJ00880,Cloud Transformation 880,HSBC,Low,1503693,2026-03-01,2026-10-20,Active,566
PRJ00881,AI Transformation 881,IBM,Low,4486859,2025-10-05,2026-04-12,Completed,50
PRJ00882,Analytics Transformation 882,Microsoft,High,1822870,2026-05-27,2027-04-21,Active,42
PRJ00883,ERP Transformation 883,Amazon,High,3482298,2025-08-28,2027-08-25,Active,316
PRJ00884,Analytics Transformation 884,Microsoft,High,4592322,2025-08-20,2027-07-14,Active,168
PRJ00885,Analytics Transformation 885,Infosys,Low,2118710,2024-05-16,2025-11-02,Completed,158
PRJ00886,Banking Transformation 886,Google,Medium,831253,2024-08-05,2026-02-02,Completed,34
PRJ00887,ERP Transformation 887,TCS,Low,4611189,2026-01-02,2027-07-26,Active,455
PRJ00888,ERP Transformation 888,Infosys,Medium,7778475,2024-11-21,2026-05-11,Completed,59
PRJ00889,Cloud Transformation 889,Microsoft,Low,1800447,2025-05-03,2027-07-23,Active,266
PRJ00890,Healthcare Transformation 890,Accenture,Medium,506038,2025-06-21,2027-02-24,Active,239
PRJ00891,Banking Transformation 891,Google,High,5698710,2025-11-28,2027-04-25,Active,255
PRJ00892,Cloud Transformation 892,Accenture,Low,1031349,2025-07-13,2027-08-26,Active,278
PRJ00893,Cloud Transformation 893,TCS,Low,4673744,2025-11-12,2027-04-29,Active,277
PRJ00894,ERP Transformation 894,Accenture,Medium,5876291,2026-05-28,2027-08-22,Active,460
PRJ00895,Banking Transformation 895,Microsoft,High,7506109,2024-07-11,2026-06-26,Completed,148
PRJ00896,Cloud Transformation 896,Microsoft,Medium,2107396,2026-05-15,2026-10-29,On Hold,231
PRJ00897,Banking Transformation 897,Infosys,Low,5734243,2024-03-28,2025-10-26,Completed,75
PRJ00898,ERP Transformation 898,Oracle,Low,6521721,2026-04-05,2026-11-07,Active,228
PRJ00899,Analytics Transformation 899,Microsoft,Medium,7219442,2024-06-16,2026-04-30,Completed,76
PRJ00900,Banking Transformation 900,Deloitte,Medium,7162648,2026-02-11,2027-07-25,Active,119
PRJ00901,ERP Transformation 901,TCS,High,6659757,2025-06-19,2027-08-24,Active,481
PRJ00902,Cloud Transformation 902,TCS,High,1349137,2025-06-26,2026-03-12,Completed,130
PRJ00903,Cloud Transformation 903,Oracle,Low,6010279,2025-11-15,2027-04-28,Active,113
PRJ00904,Healthcare Transformation 904,TCS,Medium,6758810,2024-09-30,2025-09-28,Completed,41
PRJ00905,Banking Transformation 905,Infosys,Low,6080457,2024-03-25,2025-09-22,Completed,51
PRJ00906,Analytics Transformation 906,Google,Low,3868505,2025-07-07,2026-06-22,Completed,136
PRJ00907,Healthcare Transformation 907,IBM,Medium,3455508,2025-09-12,2027-01-01,Active,172
PRJ00908,Analytics Transformation 908,Accenture,Medium,6910443,2025-11-06,2027-03-28,On Hold,460
PRJ00909,Healthcare Transformation 909,Oracle,Low,5077044,2025-06-18,2027-03-27,Active,251
PRJ00910,ERP Transformation 910,Infosys,Medium,3831037,2024-08-23,2025-11-06,Completed,106
PRJ00911,Healthcare Transformation 911,Amazon,Low,1633181,2025-04-13,2026-07-28,Completed,110
PRJ00912,ERP Transformation 912,Oracle,High,7678303,2026-03-13,2026-10-16,On Hold,275
PRJ00913,Healthcare Transformation 913,IBM,Low,1797841,2024-04-22,2026-03-26,Completed,180
PRJ00914,Cloud Transformation 914,Google,Medium,3579314,2024-06-26,2025-12-22,Completed,146
PRJ00915,ERP Transformation 915,HSBC,High,5285593,2026-04-09,2027-02-09,On Hold,290
PRJ00916,Banking Transformation 916,Accenture,Medium,1950411,2025-08-09,2026-04-25,Completed,145
PRJ00917,Analytics Transformation 917,Microsoft,Low,5887622,2025-05-11,2027-08-04,Active,62
PRJ00918,AI Transformation 918,Amazon,Medium,3418650,2024-04-01,2025-10-23,Completed,97
PRJ00919,Analytics Transformation 919,Microsoft,High,6771983,2026-01-04,2027-05-14,On Hold,307
PRJ00920,Banking Transformation 920,Deloitte,High,3056708,2025-10-10,2026-10-18,Active,370
PRJ00921,Healthcare Transformation 921,Google,Medium,4714450,2026-03-04,2027-07-16,Active,161
PRJ00922,Banking Transformation 922,Deloitte,Medium,6815281,2026-05-28,2026-11-07,Active,307
PRJ00923,Cloud Transformation 923,Deloitte,Medium,7096535,2025-11-29,2026-11-28,Active,194
PRJ00924,AI Transformation 924,Infosys,Low,6752155,2024-12-31,2026-06-08,Completed,117
PRJ00925,AI Transformation 925,Deloitte,Low,4144775,2024-10-31,2026-01-22,Completed,77
PRJ00926,Retail Transformation 926,TCS,High,4592475,2026-06-09,2026-12-21,Active,303
PRJ00927,Healthcare Transformation 927,IBM,Low,4897709,2024-10-11,2025-10-26,Completed,84
PRJ00928,Analytics Transformation 928,Deloitte,Medium,6243998,2025-04-13,2026-07-09,Completed,77
PRJ00929,Banking Transformation 929,Deloitte,Medium,3564087,2026-06-30,2026-12-09,On Hold,330
PRJ00930,Healthcare Transformation 930,Amazon,Medium,1919816,2024-09-17,2026-03-03,Completed,50
PRJ00931,Healthcare Transformation 931,Google,Medium,876460,2025-10-03,2027-05-27,On Hold,221
PRJ00932,Banking Transformation 932,Accenture,High,6856331,2026-04-17,2027-01-23,On Hold,214
PRJ00933,Banking Transformation 933,Amazon,High,5709346,2026-07-02,2026-12-09,Active,145
PRJ00934,AI Transformation 934,Accenture,Low,7246796,2025-05-27,2027-03-09,On Hold,172
PRJ00935,AI Transformation 935,Accenture,High,6707678,2024-03-05,2025-12-27,Completed,96
PRJ00936,Healthcare Transformation 936,HSBC,Low,4551918,2026-05-02,2027-07-19,Active,380
PRJ00937,Banking Transformation 937,Amazon,Medium,5390599,2025-03-24,2026-12-24,Active,92
PRJ00938,ERP Transformation 938,Google,High,2882478,2025-11-18,2026-11-04,On Hold,276
PRJ00939,AI Transformation 939,Infosys,Low,569912,2024-07-02,2025-10-02,Completed,57
PRJ00940,Analytics Transformation 940,Microsoft,High,2953630,2024-09-27,2026-03-29,Completed,141
PRJ00941,Cloud Transformation 941,Deloitte,Low,6453301,2025-09-16,2027-04-28,On Hold,354
PRJ00942,Analytics Transformation 942,IBM,Low,1238370,2024-04-29,2026-03-06,Completed,166
PRJ00943,Healthcare Transformation 943,Amazon,High,2575275,2024-02-22,2025-12-01,Completed,34
PRJ00944,Retail Transformation 944,Deloitte,Low,1817055,2026-03-11,2027-04-01,On Hold,263
PRJ00945,Banking Transformation 945,HSBC,High,4704802,2024-08-21,2026-02-15,Completed,31
PRJ00946,Retail Transformation 946,Amazon,Low,2850436,2025-04-27,2026-07-14,Completed,131
PRJ00947,Banking Transformation 947,Google,High,6622758,2024-07-19,2026-02-21,Completed,59
PRJ00948,Retail Transformation 948,Oracle,Low,1781352,2024-08-19,2025-10-05,Completed,33
PRJ00949,Retail Transformation 949,TCS,High,2234405,2024-10-07,2026-03-08,Completed,73
PRJ00950,Banking Transformation 950,Oracle,High,3092066,2025-10-21,2027-07-17,Active,37
PRJ00951,Cloud Transformation 951,Deloitte,High,6004870,2025-05-11,2027-07-08,Active,39
PRJ00952,ERP Transformation 952,Microsoft,Low,4970805,2025-05-02,2027-01-01,On Hold,295
PRJ00953,ERP Transformation 953,Google,Low,747324,2026-06-15,2027-01-15,On Hold,84
PRJ00954,Retail Transformation 954,HSBC,Medium,6754627,2025-05-21,2027-05-12,Active,382
PRJ00955,Banking Transformation 955,HSBC,High,7035630,2025-05-14,2027-09-04,On Hold,254
PRJ00956,AI Transformation 956,IBM,Low,2738605,2025-06-04,2026-06-08,Completed,152
PRJ00957,Healthcare Transformation 957,Oracle,High,6266143,2025-10-05,2027-02-08,Active,362
PRJ00958,Cloud Transformation 958,TCS,Low,4432273,2024-09-05,2026-07-05,Completed,147
PRJ00959,Analytics Transformation 959,Deloitte,Medium,4474916,2026-02-04,2027-01-15,Active,167
PRJ00960,AI Transformation 960,Deloitte,High,2763738,2025-03-23,2026-05-08,Completed,133
PRJ00961,Analytics Transformation 961,Oracle,High,1985439,2026-04-23,2027-01-24,On Hold,129
PRJ00962,Analytics Transformation 962,IBM,Medium,6270210,2025-03-28,2027-05-25,On Hold,154
PRJ00963,Retail Transformation 963,Deloitte,High,5599686,2024-10-17,2025-12-23,Completed,154
PRJ00964,Retail Transformation 964,IBM,Low,5297733,2026-02-01,2027-03-22,Active,296
PRJ00965,Banking Transformation 965,Amazon,Low,1417011,2025-11-19,2027-09-06,Active,330
PRJ00966,Cloud Transformation 966,TCS,Low,3818627,2025-06-17,2026-11-03,Active,408
PRJ00967,Retail Transformation 967,TCS,Low,913520,2026-07-25,2027-07-25,On Hold,308
PRJ00968,ERP Transformation 968,HSBC,Medium,1896590,2024-05-24,2026-01-01,Completed,107
PRJ00969,Banking Transformation 969,TCS,High,4388782,2025-02-12,2025-10-05,Completed,122
PRJ00970,Banking Transformation 970,TCS,High,2008031,2025-12-26,2026-11-28,Active,292
PRJ00971,Cloud Transformation 971,Deloitte,Medium,3213386,2025-04-21,2027-07-19,Active,221
PRJ00972,Healthcare Transformation 972,Oracle,Medium,1256481,2026-05-15,2027-06-02,Active,74
PRJ00973,Banking Transformation 973,Microsoft,High,1457684,2024-10-04,2025-09-16,Completed,131
PRJ00974,AI Transformation 974,TCS,Low,3721958,2025-09-24,2027-04-16,Active,258
PRJ00975,Healthcare Transformation 975,Google,Medium,5116635,2025-04-02,2027-07-01,Active,359
PRJ00976,Healthcare Transformation 976,Google,High,7788178,2024-12-12,2026-05-19,Completed,107
PRJ00977,ERP Transformation 977,HSBC,Low,6947739,2024-11-17,2026-07-19,Completed,52
PRJ00978,Cloud Transformation 978,Microsoft,High,2201643,2026-03-20,2027-08-29,On Hold,215
PRJ00979,Retail Transformation 979,Infosys,Medium,5059218,2025-09-27,2026-04-07,Completed,62
PRJ00980,Cloud Transformation 980,Oracle,Low,6032040,2025-10-07,2027-06-22,Active,264
PRJ00981,AI Transformation 981,IBM,Low,555138,2026-01-17,2027-05-27,Active,281
PRJ00982,Healthcare Transformation 982,TCS,High,910360,2024-07-31,2025-11-07,Completed,64
PRJ00983,AI Transformation 983,Google,High,6095172,2025-01-26,2026-07-17,Completed,33
PRJ00984,ERP Transformation 984,Microsoft,High,1413415,2025-10-10,2027-03-14,Active,332
PRJ00985,Banking Transformation 985,HSBC,Low,6044237,2025-06-04,2026-05-15,Completed,78
PRJ00986,Analytics Transformation 986,TCS,High,4319650,2025-10-14,2027-08-02,Active,122
PRJ00987,AI Transformation 987,HSBC,Medium,3591784,2026-02-11,2026-10-31,Active,357
PRJ00988,Analytics Transformation 988,Deloitte,Low,1044637,2025-06-21,2026-11-16,On Hold,339
PRJ00989,Banking Transformation 989,HSBC,Medium,4921238,2025-08-07,2026-06-07,Completed,58
PRJ00990,Healthcare Transformation 990,Amazon,High,5292974,2025-03-31,2026-04-29,Completed,34
PRJ00991,AI Transformation 991,Infosys,Low,6276850,2025-09-26,2027-07-10,Active,615
PRJ00992,Retail Transformation 992,IBM,Medium,2678186,2025-07-07,2027-03-09,Active,65
PRJ00993,ERP Transformation 993,Google,Low,5219718,2025-03-23,2027-08-28,Active,237
PRJ00994,Retail Transformation 994,Infosys,High,7912708,2025-08-06,2027-09-01,Active,439
PRJ00995,Cloud Transformation 995,Amazon,High,701215,2025-08-17,2027-03-10,Active,634
PRJ00996,Banking Transformation 996,Oracle,Low,3978186,2025-07-03,2026-12-12,Active,336
PRJ00997,Healthcare Transformation 997,Oracle,High,5873895,2024-09-05,2026-02-25,Completed,78
PRJ00998,Analytics Transformation 998,Microsoft,Medium,3018964,2025-01-07,2026-03-23,Completed,36
PRJ00999,AI Transformation 999,Accenture,Medium,3822302,2026-03-02,2026-10-16,Active,154
PRJ01000,Analytics Transformation 1000,Google,High,3272559,2025-10-03,2026-10-27,Active,112
