AssignmentID,EmployeeID,ProjectID,AllocationPercent,AssignmentStart,AssignmentEnd,Status
174016,EMP0002416,PRJ00794,0,2026-02-06,2026-08-12,Completed
174017,EMP0088288,PRJ00794,0,2026-02-06,2026-08-12,Completed
174018,EMP0035214,PRJ00794,0,2026-02-06,2026-08-12,Completed
174019,EMP0087121,PRJ00794,0,2026-02-06,2026-08-12,Completed
174020,EMP0071916,PRJ00794,0,2026-02-06,2026-08-12,Completed
174021,EMP0023559,PRJ00794,0,2026-02-06,2026-08-12,Completed
174022,EMP0076694,PRJ00794,0,2026-02-06,2026-08-12,Completed
174023,EMP0046339,PRJ00794,0,2026-02-06,2026-08-12,Completed
174024,EMP0031543,PRJ00794,0,2026-02-06,2026-08-12,Completed
174025,EMP0032283,PRJ00794,0,2026-02-06,2026-08-12,Completed
174026,EMP0089800,PRJ00794,0,2026-02-06,2026-08-12,Completed
174027,EMP0093384,PRJ00794,0,2026-02-06,2026-08-12,Completed
174028,EMP0041023,PRJ00794,0,2026-02-06,2026-08-12,Completed
174029,EMP0074646,PRJ00794,0,2026-02-06,2026-08-12,Completed
174030,EMP0045844,PRJ00794,0,2026-02-06,2026-08-12,Completed
174031,EMP0070225,PRJ00794,0,2026-02-06,2026-08-12,Completed
174032,EMP0083219,PRJ00794,0,2026-02-06,2026-08-12,Completed
174033,EMP0016155,PRJ00794,0,2026-02-06,2026-08-12,Completed
174034,EMP0079744,PRJ00794,0,2026-02-06,2026-08-12,Completed
174035,EMP0005592,PRJ00794,0,2026-02-06,2026-08-12,Completed
174036,EMP0026488,PRJ00794,0,2026-02-06,2026-08-12,Completed
174037,EMP0050462,PRJ00794,0,2026-02-06,2026-08-12,Completed
174038,EMP0088645,PRJ00794,0,2026-02-06,2026-08-12,Completed
174039,EMP0029094,PRJ00794,0,2026-02-06,2026-08-12,Completed
174040,EMP0093487,PRJ00794,0,2026-02-06,2026-08-12,Completed
174041,EMP0035190,PRJ00794,0,2026-02-06,2026-08-12,Completed
174042,EMP0087111,PRJ00794,0,2026-02-06,2026-08-12,Completed
174043,EMP0005754,PRJ00794,0,2026-02-06,2026-08-12,Completed
174044,EMP0020647,PRJ00794,0,2026-02-06,2026-08-12,Completed
174045,EMP0000328,PRJ00794,0,2026-02-06,2026-08-12,Completed
174046,EMP0031296,PRJ00794,0,2026-02-06,2026-08-12,Completed
174047,EMP0086930,PRJ00794,0,2026-02-06,2026-08-12,Completed
174048,EMP0070453,PRJ00794,0,2026-02-06,2026-08-12,Completed
174049,EMP0053878,PRJ00794,0,2026-02-06,2026-08-12,Completed
174050,EMP0080467,PRJ00794,0,2026-02-06,2026-08-12,Completed
174051,EMP0067879,PRJ00794,0,2026-02-06,2026-08-12,Completed
174052,EMP0023601,PRJ00794,0,2026-02-06,2026-08-12,Completed
174053,EMP0007830,PRJ00794,0,2026-02-06,2026-08-12,Completed
174054,EMP0036731,PRJ00794,0,2026-02-06,2026-08-12,Completed
174055,EMP0055276,PRJ00794,0,2026-02-06,2026-08-12,Completed
174056,EMP0077351,PRJ00794,0,2026-02-06,2026-08-12,Completed
174057,EMP0087621,PRJ00794,0,2026-02-06,2026-08-12,Completed
174058,EMP0083151,PRJ00794,0,2026-02-06,2026-08-12,Completed
174059,EMP0097381,PRJ00794,0,2026-02-06,2026-08-12,Completed
174060,EMP0034541,PRJ00794,0,2026-02-06,2026-08-12,Completed
174061,EMP0046424,PRJ00794,0,2026-02-06,2026-08-12,Completed
174062,EMP0057153,PRJ00794,0,2026-02-06,2026-08-12,Completed
174063,EMP0051912,PRJ00794,0,2026-02-06,2026-08-12,Completed
174064,EMP0011650,PRJ00794,0,2026-02-06,2026-08-12,Completed
174065,EMP0000166,PRJ00794,0,2026-02-06,2026-08-12,Completed
174066,EMP0005581,PRJ00794,0,2026-02-06,2026-08-12,Completed
174067,EMP0067727,PRJ00794,0,2026-02-06,2026-08-12,Completed
174068,EMP0068854,PRJ00794,0,2026-02-06,2026-08-12,Completed
174069,EMP0093447,PRJ00794,0,2026-02-06,2026-08-12,Completed
174070,EMP0044450,PRJ00794,0,2026-02-06,2026-08-12,Completed
174071,EMP0064500,PRJ00794,0,2026-02-06,2026-08-12,Completed
174072,EMP0042904,PRJ00794,0,2026-02-06,2026-08-12,Completed
174073,EMP0041094,PRJ00794,0,2026-02-06,2026-08-12,Completed
174074,EMP0002364,PRJ00794,0,2026-02-06,2026-08-12,Completed
174075,EMP0069413,PRJ00794,0,2026-02-06,2026-08-12,Completed
174076,EMP0067410,PRJ00794,0,2026-02-06,2026-08-12,Completed
174077,EMP0037429,PRJ00794,0,2026-02-06,2026-08-12,Completed
174078,EMP0073774,PRJ00794,0,2026-02-06,2026-08-12,Completed
174079,EMP0025259,PRJ00794,0,2026-02-06,2026-08-12,Completed
174080,EMP0061438,PRJ00794,0,2026-02-06,2026-08-12,Completed
174081,EMP0001511,PRJ00794,0,2026-02-06,2026-08-12,Completed
174082,EMP0072921,PRJ00794,0,2026-02-06,2026-08-12,Completed
174083,EMP0020476,PRJ00794,0,2026-02-06,2026-08-12,Completed
174084,EMP0064382,PRJ00794,0,2026-02-06,2026-08-12,Completed
174085,EMP0069230,PRJ00794,0,2026-02-06,2026-08-12,Completed
174086,EMP0065794,PRJ00794,0,2026-02-06,2026-08-12,Completed
174087,EMP0001960,PRJ00794,0,2026-02-06,2026-08-12,Completed
174088,EMP0028068,PRJ00794,0,2026-02-06,2026-08-12,Completed
174089,EMP0018640,PRJ00794,0,2026-02-06,2026-08-12,Completed
174090,EMP0055794,PRJ00794,0,2026-02-06,2026-08-12,Completed
174091,EMP0063687,PRJ00794,0,2026-02-06,2026-08-12,Completed
174092,EMP0089310,PRJ00794,0,2026-02-06,2026-08-12,Completed
174093,EMP0030779,PRJ00794,0,2026-02-06,2026-08-12,Completed
174094,EMP0064061,PRJ00794,0,2026-02-06,2026-08-12,Completed
174095,EMP0088869,PRJ00794,0,2026-02-06,2026-08-12,Completed
174096,EMP0051215,PRJ00794,0,2026-02-06,2026-08-12,Completed
174097,EMP0049560,PRJ00794,0,2026-02-06,2026-08-12,Completed
174098,EMP0068690,PRJ00794,0,2026-02-06,2026-08-12,Completed
174099,EMP0000947,PRJ00794,0,2026-02-06,2026-08-12,Completed
174100,EMP0037565,PRJ00794,0,2026-02-06,2026-08-12,Completed
174101,EMP0039705,PRJ00794,0,2026-02-06,2026-08-12,Completed
174102,EMP0065154,PRJ00794,0,2026-02-06,2026-08-12,Completed
174103,EMP0085827,PRJ00794,0,2026-02-06,2026-08-12,Completed
174104,EMP0059645,PRJ00794,0,2026-02-06,2026-08-12,Completed
174105,EMP0024771,PRJ00794,0,2026-02-06,2026-08-12,Completed
174106,EMP0090789,PRJ00794,0,2026-02-06,2026-08-12,Completed
174107,EMP0071182,PRJ00794,0,2026-02-06,2026-08-12,Completed
174108,EMP0039373,PRJ00795,0,2024-08-19,2025-09-13,Completed
174109,EMP0060239,PRJ00795,0,2024-08-19,2025-09-13,Completed
174110,EMP0046241,PRJ00795,0,2024-08-19,2025-09-13,Completed
174111,EMP0036429,PRJ00795,0,2024-08-19,2025-09-13,Completed
174112,EMP0023211,PRJ00795,0,2024-08-19,2025-09-13,Completed
174113,EMP0020268,PRJ00795,0,2024-08-19,2025-09-13,Completed
174114,EMP0088071,PRJ00795,0,2024-08-19,2025-09-13,Completed
174115,EMP0083685,PRJ00795,0,2024-08-19,2025-09-13,Completed
174116,EMP0023317,PRJ00795,0,2024-08-19,2025-09-13,Completed
174117,EMP0075716,PRJ00795,0,2024-08-19,2025-09-13,Completed
174118,EMP0080725,PRJ00795,0,2024-08-19,2025-09-13,Completed
174119,EMP0055997,PRJ00795,0,2024-08-19,2025-09-13,Completed
174120,EMP0051290,PRJ00795,0,2024-08-19,2025-09-13,Completed
174121,EMP0060001,PRJ00795,0,2024-08-19,2025-09-13,Completed
174122,EMP0069840,PRJ00795,0,2024-08-19,2025-09-13,Completed
174123,EMP0078221,PRJ00795,0,2024-08-19,2025-09-13,Completed
174124,EMP0046459,PRJ00795,0,2024-08-19,2025-09-13,Completed
174125,EMP0064451,PRJ00795,0,2024-08-19,2025-09-13,Completed
174126,EMP0083824,PRJ00795,0,2024-08-19,2025-09-13,Completed
174127,EMP0009150,PRJ00795,0,2024-08-19,2025-09-13,Completed
174128,EMP0013172,PRJ00795,0,2024-08-19,2025-09-13,Completed
174129,EMP0051888,PRJ00795,0,2024-08-19,2025-09-13,Completed
174130,EMP0055116,PRJ00795,0,2024-08-19,2025-09-13,Completed
174131,EMP0063938,PRJ00795,0,2024-08-19,2025-09-13,Completed
174132,EMP0038253,PRJ00795,0,2024-08-19,2025-09-13,Completed
174133,EMP0018603,PRJ00795,0,2024-08-19,2025-09-13,Completed
174134,EMP0026371,PRJ00795,0,2024-08-19,2025-09-13,Completed
174135,EMP0048945,PRJ00795,0,2024-08-19,2025-09-13,Completed
174136,EMP0041358,PRJ00795,0,2024-08-19,2025-09-13,Completed
174137,EMP0039344,PRJ00795,0,2024-08-19,2025-09-13,Completed
174138,EMP0041339,PRJ00795,0,2024-08-19,2025-09-13,Completed
174139,EMP0054561,PRJ00795,0,2024-08-19,2025-09-13,Completed
174140,EMP0070829,PRJ00795,0,2024-08-19,2025-09-13,Completed
174141,EMP0060479,PRJ00795,0,2024-08-19,2025-09-13,Completed
174142,EMP0086270,PRJ00795,0,2024-08-19,2025-09-13,Completed
174143,EMP0035764,PRJ00795,0,2024-08-19,2025-09-13,Completed
174144,EMP0091186,PRJ00795,0,2024-08-19,2025-09-13,Completed
174145,EMP0043500,PRJ00795,0,2024-08-19,2025-09-13,Completed
174146,EMP0038677,PRJ00795,0,2024-08-19,2025-09-13,Completed
174147,EMP0065444,PRJ00795,0,2024-08-19,2025-09-13,Completed
174148,EMP0066837,PRJ00795,0,2024-08-19,2025-09-13,Completed
174149,EMP0062739,PRJ00795,0,2024-08-19,2025-09-13,Completed
174150,EMP0057154,PRJ00795,0,2024-08-19,2025-09-13,Completed
174151,EMP0037297,PRJ00795,0,2024-08-19,2025-09-13,Completed
174152,EMP0032389,PRJ00795,0,2024-08-19,2025-09-13,Completed
174153,EMP0096185,PRJ00795,0,2024-08-19,2025-09-13,Completed
174154,EMP0077495,PRJ00795,0,2024-08-19,2025-09-13,Completed
174155,EMP0065393,PRJ00795,0,2024-08-19,2025-09-13,Completed
174156,EMP0042252,PRJ00795,0,2024-08-19,2025-09-13,Completed
174157,EMP0073465,PRJ00795,0,2024-08-19,2025-09-13,Completed
174158,EMP0044393,PRJ00795,0,2024-08-19,2025-09-13,Completed
174159,EMP0085977,PRJ00795,0,2024-08-19,2025-09-13,Completed
174160,EMP0018314,PRJ00795,0,2024-08-19,2025-09-13,Completed
174161,EMP0034978,PRJ00795,0,2024-08-19,2025-09-13,Completed
174162,EMP0011453,PRJ00795,0,2024-08-19,2025-09-13,Completed
174163,EMP0089522,PRJ00795,0,2024-08-19,2025-09-13,Completed
174164,EMP0076107,PRJ00795,0,2024-08-19,2025-09-13,Completed
174165,EMP0072227,PRJ00795,0,2024-08-19,2025-09-13,Completed
174166,EMP0008478,PRJ00795,0,2024-08-19,2025-09-13,Completed
174167,EMP0071671,PRJ00795,0,2024-08-19,2025-09-13,Completed
174168,EMP0095732,PRJ00795,0,2024-08-19,2025-09-13,Completed
174169,EMP0019687,PRJ00795,0,2024-08-19,2025-09-13,Completed
174170,EMP0027437,PRJ00795,0,2024-08-19,2025-09-13,Completed
174171,EMP0090788,PRJ00795,0,2024-08-19,2025-09-13,Completed
174172,EMP0091047,PRJ00795,0,2024-08-19,2025-09-13,Completed
174173,EMP0023631,PRJ00795,0,2024-08-19,2025-09-13,Completed
174174,EMP0017238,PRJ00795,0,2024-08-19,2025-09-13,Completed
174175,EMP0066573,PRJ00795,0,2024-08-19,2025-09-13,Completed
174176,EMP0085765,PRJ00795,0,2024-08-19,2025-09-13,Completed
174177,EMP0008044,PRJ00795,0,2024-08-19,2025-09-13,Completed
174178,EMP0050531,PRJ00795,0,2024-08-19,2025-09-13,Completed
174179,EMP0040447,PRJ00795,0,2024-08-19,2025-09-13,Completed
174180,EMP0038367,PRJ00795,0,2024-08-19,2025-09-13,Completed
174181,EMP0026473,PRJ00795,0,2024-08-19,2025-09-13,Completed
174182,EMP0056543,PRJ00795,0,2024-08-19,2025-09-13,Completed
174183,EMP0058793,PRJ00795,0,2024-08-19,2025-09-13,Completed
174184,EMP0018961,PRJ00795,0,2024-08-19,2025-09-13,Completed
174185,EMP0082738,PRJ00795,0,2024-08-19,2025-09-13,Completed
174186,EMP0057468,PRJ00795,0,2024-08-19,2025-09-13,Completed
174187,EMP0075068,PRJ00795,0,2024-08-19,2025-09-13,Completed
174188,EMP0073413,PRJ00795,0,2024-08-19,2025-09-13,Completed
174189,EMP0066970,PRJ00795,0,2024-08-19,2025-09-13,Completed
174190,EMP0043250,PRJ00795,0,2024-08-19,2025-09-13,Completed
174191,EMP0016064,PRJ00795,0,2024-08-19,2025-09-13,Completed
174192,EMP0062282,PRJ00795,0,2024-08-19,2025-09-13,Completed
174193,EMP0044152,PRJ00795,0,2024-08-19,2025-09-13,Completed
174194,EMP0028631,PRJ00795,0,2024-08-19,2025-09-13,Completed
174195,EMP0055159,PRJ00795,0,2024-08-19,2025-09-13,Completed
174196,EMP0004011,PRJ00795,0,2024-08-19,2025-09-13,Completed
174197,EMP0042357,PRJ00795,0,2024-08-19,2025-09-13,Completed
174198,EMP0003025,PRJ00795,0,2024-08-19,2025-09-13,Completed
174199,EMP0097805,PRJ00795,0,2024-08-19,2025-09-13,Completed
174200,EMP0056363,PRJ00795,0,2024-08-19,2025-09-13,Completed
174201,EMP0099964,PRJ00795,0,2024-08-19,2025-09-13,Completed
174202,EMP0070862,PRJ00795,0,2024-08-19,2025-09-13,Completed
174203,EMP0038875,PRJ00795,0,2024-08-19,2025-09-13,Completed
174204,EMP0091269,PRJ00795,0,2024-08-19,2025-09-13,Completed
174205,EMP0009537,PRJ00795,0,2024-08-19,2025-09-13,Completed
174206,EMP0083829,PRJ00795,0,2024-08-19,2025-09-13,Completed
174207,EMP0060338,PRJ00795,0,2024-08-19,2025-09-13,Completed
174208,EMP0006213,PRJ00795,0,2024-08-19,2025-09-13,Completed
174209,EMP0048822,PRJ00795,0,2024-08-19,2025-09-13,Completed
174210,EMP0007091,PRJ00795,0,2024-08-19,2025-09-13,Completed
174211,EMP0091365,PRJ00795,0,2024-08-19,2025-09-13,Completed
174212,EMP0005346,PRJ00795,0,2024-08-19,2025-09-13,Completed
174213,EMP0029988,PRJ00795,0,2024-08-19,2025-09-13,Completed
174214,EMP0068509,PRJ00795,0,2024-08-19,2025-09-13,Completed
174215,EMP0051667,PRJ00795,0,2024-08-19,2025-09-13,Completed
174216,EMP0049652,PRJ00795,0,2024-08-19,2025-09-13,Completed
174217,EMP0065461,PRJ00795,0,2024-08-19,2025-09-13,Completed
174218,EMP0013472,PRJ00795,0,2024-08-19,2025-09-13,Completed
174219,EMP0042945,PRJ00795,0,2024-08-19,2025-09-13,Completed
174220,EMP0015202,PRJ00795,0,2024-08-19,2025-09-13,Completed
174221,EMP0043548,PRJ00795,0,2024-08-19,2025-09-13,Completed
174222,EMP0091751,PRJ00795,0,2024-08-19,2025-09-13,Completed
174223,EMP0032561,PRJ00795,0,2024-08-19,2025-09-13,Completed
174224,EMP0080335,PRJ00795,0,2024-08-19,2025-09-13,Completed
174225,EMP0067276,PRJ00795,0,2024-08-19,2025-09-13,Completed
174226,EMP0075280,PRJ00795,0,2024-08-19,2025-09-13,Completed
174227,EMP0009379,PRJ00795,0,2024-08-19,2025-09-13,Completed
174228,EMP0020620,PRJ00795,0,2024-08-19,2025-09-13,Completed
174229,EMP0028784,PRJ00795,0,2024-08-19,2025-09-13,Completed
174230,EMP0088272,PRJ00795,0,2024-08-19,2025-09-13,Completed
174231,EMP0053420,PRJ00795,0,2024-08-19,2025-09-13,Completed
174232,EMP0093106,PRJ00795,0,2024-08-19,2025-09-13,Completed
174233,EMP0059533,PRJ00795,0,2024-08-19,2025-09-13,Completed
174234,EMP0001607,PRJ00795,0,2024-08-19,2025-09-13,Completed
174235,EMP0032396,PRJ00795,0,2024-08-19,2025-09-13,Completed
174236,EMP0095384,PRJ00795,0,2024-08-19,2025-09-13,Completed
174237,EMP0060444,PRJ00795,0,2024-08-19,2025-09-13,Completed
174238,EMP0050702,PRJ00795,0,2024-08-19,2025-09-13,Completed
174239,EMP0010642,PRJ00795,0,2024-08-19,2025-09-13,Completed
174240,EMP0043301,PRJ00795,0,2024-08-19,2025-09-13,Completed
174241,EMP0095216,PRJ00795,0,2024-08-19,2025-09-13,Completed
174242,EMP0034205,PRJ00795,0,2024-08-19,2025-09-13,Completed
174243,EMP0063449,PRJ00795,0,2024-08-19,2025-09-13,Completed
174244,EMP0048917,PRJ00795,0,2024-08-19,2025-09-13,Completed
174245,EMP0080597,PRJ00795,0,2024-08-19,2025-09-13,Completed
174246,EMP0088959,PRJ00795,0,2024-08-19,2025-09-13,Completed
174247,EMP0006418,PRJ00795,0,2024-08-19,2025-09-13,Completed
174248,EMP0080422,PRJ00795,0,2024-08-19,2025-09-13,Completed
174249,EMP0054082,PRJ00795,0,2024-08-19,2025-09-13,Completed
174250,EMP0088602,PRJ00795,0,2024-08-19,2025-09-13,Completed
174251,EMP0065710,PRJ00795,0,2024-08-19,2025-09-13,Completed
174252,EMP0005385,PRJ00795,0,2024-08-19,2025-09-13,Completed
174253,EMP0086432,PRJ00795,0,2024-08-19,2025-09-13,Completed
174254,EMP0044693,PRJ00795,0,2024-08-19,2025-09-13,Completed
174255,EMP0060764,PRJ00795,0,2024-08-19,2025-09-13,Completed
174256,EMP0092885,PRJ00795,0,2024-08-19,2025-09-13,Completed
174257,EMP0041324,PRJ00795,0,2024-08-19,2025-09-13,Completed
174258,EMP0086827,PRJ00795,0,2024-08-19,2025-09-13,Completed
174259,EMP0042872,PRJ00795,0,2024-08-19,2025-09-13,Completed
174260,EMP0096372,PRJ00795,0,2024-08-19,2025-09-13,Completed
174261,EMP0040357,PRJ00795,0,2024-08-19,2025-09-13,Completed
174262,EMP0068679,PRJ00795,0,2024-08-19,2025-09-13,Completed
174263,EMP0044921,PRJ00795,0,2024-08-19,2025-09-13,Completed
174264,EMP0018828,PRJ00795,0,2024-08-19,2025-09-13,Completed
174265,EMP0093610,PRJ00795,0,2024-08-19,2025-09-13,Completed
174266,EMP0062097,PRJ00795,0,2024-08-19,2025-09-13,Completed
174267,EMP0053757,PRJ00795,0,2024-08-19,2025-09-13,Completed
174268,EMP0023068,PRJ00795,0,2024-08-19,2025-09-13,Completed
174269,EMP0097308,PRJ00796,0,2024-10-26,2026-01-08,Completed
174270,EMP0024424,PRJ00796,0,2024-10-26,2026-01-08,Completed
174271,EMP0084650,PRJ00796,0,2024-10-26,2026-01-08,Completed
174272,EMP0090522,PRJ00796,0,2024-10-26,2026-01-08,Completed
174273,EMP0065859,PRJ00796,0,2024-10-26,2026-01-08,Completed
174274,EMP0016888,PRJ00796,0,2024-10-26,2026-01-08,Completed
174275,EMP0029923,PRJ00796,0,2024-10-26,2026-01-08,Completed
174276,EMP0087886,PRJ00796,0,2024-10-26,2026-01-08,Completed
174277,EMP0012183,PRJ00796,0,2024-10-26,2026-01-08,Completed
174278,EMP0092403,PRJ00796,0,2024-10-26,2026-01-08,Completed
174279,EMP0056955,PRJ00796,0,2024-10-26,2026-01-08,Completed
174280,EMP0038433,PRJ00796,0,2024-10-26,2026-01-08,Completed
174281,EMP0058456,PRJ00796,0,2024-10-26,2026-01-08,Completed
174282,EMP0064882,PRJ00796,0,2024-10-26,2026-01-08,Completed
174283,EMP0017188,PRJ00796,0,2024-10-26,2026-01-08,Completed
174284,EMP0058725,PRJ00796,0,2024-10-26,2026-01-08,Completed
174285,EMP0045127,PRJ00796,0,2024-10-26,2026-01-08,Completed
174286,EMP0079461,PRJ00796,0,2024-10-26,2026-01-08,Completed
174287,EMP0020391,PRJ00796,0,2024-10-26,2026-01-08,Completed
174288,EMP0073397,PRJ00796,0,2024-10-26,2026-01-08,Completed
174289,EMP0041365,PRJ00796,0,2024-10-26,2026-01-08,Completed
174290,EMP0043121,PRJ00796,0,2024-10-26,2026-01-08,Completed
174291,EMP0054405,PRJ00796,0,2024-10-26,2026-01-08,Completed
174292,EMP0058897,PRJ00796,0,2024-10-26,2026-01-08,Completed
174293,EMP0025709,PRJ00796,0,2024-10-26,2026-01-08,Completed
174294,EMP0022912,PRJ00796,0,2024-10-26,2026-01-08,Completed
174295,EMP0068788,PRJ00796,0,2024-10-26,2026-01-08,Completed
174296,EMP0044709,PRJ00796,0,2024-10-26,2026-01-08,Completed
174297,EMP0026783,PRJ00796,0,2024-10-26,2026-01-08,Completed
174298,EMP0085656,PRJ00796,0,2024-10-26,2026-01-08,Completed
174299,EMP0024978,PRJ00796,0,2024-10-26,2026-01-08,Completed
174300,EMP0036786,PRJ00796,0,2024-10-26,2026-01-08,Completed
174301,EMP0039941,PRJ00796,0,2024-10-26,2026-01-08,Completed
174302,EMP0058366,PRJ00796,0,2024-10-26,2026-01-08,Completed
174303,EMP0083505,PRJ00796,0,2024-10-26,2026-01-08,Completed
174304,EMP0015525,PRJ00796,0,2024-10-26,2026-01-08,Completed
174305,EMP0068662,PRJ00796,0,2024-10-26,2026-01-08,Completed
174306,EMP0088146,PRJ00796,0,2024-10-26,2026-01-08,Completed
174307,EMP0082000,PRJ00796,0,2024-10-26,2026-01-08,Completed
174308,EMP0082815,PRJ00796,0,2024-10-26,2026-01-08,Completed
174309,EMP0006727,PRJ00796,0,2024-10-26,2026-01-08,Completed
174310,EMP0064994,PRJ00796,0,2024-10-26,2026-01-08,Completed
174311,EMP0028138,PRJ00796,0,2024-10-26,2026-01-08,Completed
174312,EMP0048335,PRJ00796,0,2024-10-26,2026-01-08,Completed
174313,EMP0094794,PRJ00796,0,2024-10-26,2026-01-08,Completed
174314,EMP0045765,PRJ00796,0,2024-10-26,2026-01-08,Completed
174315,EMP0039939,PRJ00796,0,2024-10-26,2026-01-08,Completed
174316,EMP0063827,PRJ00796,0,2024-10-26,2026-01-08,Completed
174317,EMP0051142,PRJ00796,0,2024-10-26,2026-01-08,Completed
174318,EMP0069713,PRJ00796,0,2024-10-26,2026-01-08,Completed
174319,EMP0066934,PRJ00796,0,2024-10-26,2026-01-08,Completed
174320,EMP0026605,PRJ00796,0,2024-10-26,2026-01-08,Completed
174321,EMP0057639,PRJ00796,0,2024-10-26,2026-01-08,Completed
174322,EMP0060834,PRJ00796,0,2024-10-26,2026-01-08,Completed
174323,EMP0004256,PRJ00796,0,2024-10-26,2026-01-08,Completed
174324,EMP0048880,PRJ00796,0,2024-10-26,2026-01-08,Completed
174325,EMP0049154,PRJ00796,0,2024-10-26,2026-01-08,Completed
174326,EMP0088937,PRJ00796,0,2024-10-26,2026-01-08,Completed
174327,EMP0064673,PRJ00796,0,2024-10-26,2026-01-08,Completed
174328,EMP0039949,PRJ00796,0,2024-10-26,2026-01-08,Completed
174329,EMP0036118,PRJ00796,0,2024-10-26,2026-01-08,Completed
174330,EMP0084455,PRJ00796,0,2024-10-26,2026-01-08,Completed
174331,EMP0081576,PRJ00796,0,2024-10-26,2026-01-08,Completed
174332,EMP0080265,PRJ00796,0,2024-10-26,2026-01-08,Completed
174333,EMP0051741,PRJ00796,0,2024-10-26,2026-01-08,Completed
174334,EMP0043039,PRJ00796,0,2024-10-26,2026-01-08,Completed
174335,EMP0042108,PRJ00796,0,2024-10-26,2026-01-08,Completed
174336,EMP0027988,PRJ00796,0,2024-10-26,2026-01-08,Completed
174337,EMP0092104,PRJ00796,0,2024-10-26,2026-01-08,Completed
174338,EMP0049099,PRJ00796,0,2024-10-26,2026-01-08,Completed
174339,EMP0091280,PRJ00796,0,2024-10-26,2026-01-08,Completed
174340,EMP0065081,PRJ00796,0,2024-10-26,2026-01-08,Completed
174341,EMP0052436,PRJ00796,0,2024-10-26,2026-01-08,Completed
174342,EMP0048962,PRJ00796,0,2024-10-26,2026-01-08,Completed
174343,EMP0003754,PRJ00796,0,2024-10-26,2026-01-08,Completed
174344,EMP0098693,PRJ00796,0,2024-10-26,2026-01-08,Completed
174345,EMP0073993,PRJ00796,0,2024-10-26,2026-01-08,Completed
174346,EMP0008893,PRJ00796,0,2024-10-26,2026-01-08,Completed
174347,EMP0011665,PRJ00796,0,2024-10-26,2026-01-08,Completed
174348,EMP0036895,PRJ00796,0,2024-10-26,2026-01-08,Completed
174349,EMP0047546,PRJ00796,0,2024-10-26,2026-01-08,Completed
174350,EMP0004693,PRJ00796,0,2024-10-26,2026-01-08,Completed
174351,EMP0047221,PRJ00796,0,2024-10-26,2026-01-08,Completed
174352,EMP0011441,PRJ00796,0,2024-10-26,2026-01-08,Completed
174353,EMP0022246,PRJ00796,0,2024-10-26,2026-01-08,Completed
174354,EMP0095942,PRJ00796,0,2024-10-26,2026-01-08,Completed
174355,EMP0014292,PRJ00796,0,2024-10-26,2026-01-08,Completed
174356,EMP0017712,PRJ00796,0,2024-10-26,2026-01-08,Completed
174357,EMP0052683,PRJ00796,0,2024-10-26,2026-01-08,Completed
174358,EMP0009714,PRJ00796,0,2024-10-26,2026-01-08,Completed
174359,EMP0072193,PRJ00796,0,2024-10-26,2026-01-08,Completed
174360,EMP0096930,PRJ00796,0,2024-10-26,2026-01-08,Completed
174361,EMP0010909,PRJ00796,0,2024-10-26,2026-01-08,Completed
174362,EMP0042076,PRJ00796,0,2024-10-26,2026-01-08,Completed
174363,EMP0078860,PRJ00796,0,2024-10-26,2026-01-08,Completed
174364,EMP0049580,PRJ00796,0,2024-10-26,2026-01-08,Completed
174365,EMP0043732,PRJ00796,0,2024-10-26,2026-01-08,Completed
174366,EMP0028038,PRJ00796,0,2024-10-26,2026-01-08,Completed
174367,EMP0045496,PRJ00796,0,2024-10-26,2026-01-08,Completed
174368,EMP0062689,PRJ00796,0,2024-10-26,2026-01-08,Completed
174369,EMP0045260,PRJ00796,0,2024-10-26,2026-01-08,Completed
174370,EMP0031866,PRJ00796,0,2024-10-26,2026-01-08,Completed
174371,EMP0073844,PRJ00796,0,2024-10-26,2026-01-08,Completed
174372,EMP0093476,PRJ00796,0,2024-10-26,2026-01-08,Completed
174373,EMP0001245,PRJ00796,0,2024-10-26,2026-01-08,Completed
174374,EMP0028283,PRJ00796,0,2024-10-26,2026-01-08,Completed
174375,EMP0026370,PRJ00796,0,2024-10-26,2026-01-08,Completed
174376,EMP0015902,PRJ00796,0,2024-10-26,2026-01-08,Completed
174377,EMP0001156,PRJ00796,0,2024-10-26,2026-01-08,Completed
174378,EMP0081198,PRJ00796,0,2024-10-26,2026-01-08,Completed
174379,EMP0023602,PRJ00796,0,2024-10-26,2026-01-08,Completed
174380,EMP0061662,PRJ00796,0,2024-10-26,2026-01-08,Completed
174381,EMP0075330,PRJ00796,0,2024-10-26,2026-01-08,Completed
174382,EMP0038714,PRJ00796,0,2024-10-26,2026-01-08,Completed
174383,EMP0076301,PRJ00796,0,2024-10-26,2026-01-08,Completed
174384,EMP0088749,PRJ00796,0,2024-10-26,2026-01-08,Completed
174385,EMP0086376,PRJ00796,0,2024-10-26,2026-01-08,Completed
174386,EMP0014276,PRJ00796,0,2024-10-26,2026-01-08,Completed
174387,EMP0020800,PRJ00796,0,2024-10-26,2026-01-08,Completed
174388,EMP0082995,PRJ00796,0,2024-10-26,2026-01-08,Completed
174389,EMP0083629,PRJ00796,0,2024-10-26,2026-01-08,Completed
174390,EMP0050320,PRJ00796,0,2024-10-26,2026-01-08,Completed
174391,EMP0014401,PRJ00796,0,2024-10-26,2026-01-08,Completed
174392,EMP0035160,PRJ00796,0,2024-10-26,2026-01-08,Completed
